,Origin,OriginCode,Destination,DestinationCode,Country,FLight_Path,Flight_Time,Departure Date,Return Date,Duration,Stops,Flight_Name,Img_URL,Price,Origin_Loc,Destination_Loc
446,Lahore,LHE,Montreal,YUL,Pakistan - Canada,LHE-YUL,3:30am - 4:05pm,2023-05-12,5/12/2023,45h 35m (2 stops),19h 10m in Dubai (DXB) � 8h 35m in Frankfurt (FRA),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$1,601 ","31.5656822, 74.3141829","45.5031824, -73.5698065"
447,Lahore,LHE,Montreal,YUL,Pakistan - Canada,LHE-YUL,3:30am - 11:45am,2023-05-12,5/12/2023,41h 15m (2 stops),19h 10m in Dubai (DXB) � 4h 10m in Frankfurt (FRA),Multiple airlines � Lufthansa 6794 operated by Air Canada,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$1,792 ","31.5656822, 74.3141829","45.5031824, -73.5698065"
448,Lahore,LHE,Calgary,YYC,Pakistan - Canada,LHE-YYC,3:30am - 12:04pm,2023-05-12,5/12/2023,43h 34m (2 stops),3h 15m in Dubai (DXB) � 17h 45m in Los Angeles (LAX),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$2,124 ","31.5656822, 74.3141829","51.0460954, -114.065465"
449,Lahore,LHE,Calgary,YYC,Pakistan - Canada,LHE-YYC,3:30am - 3:10pm,2023-05-12,5/12/2023,46h 40m (2 stops),4h 15m in Dubai (DXB) � 23h 10m in Seattle (SEA),Multiple airlines � Alaska Airlines 3339 operated by SKYWEST AIRLINES AS ALASKASKYWEST,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$2,200 ","31.5656822, 74.3141829","51.0460954, -114.065465"
450,Lahore,LHE,Calgary,YYC,Pakistan - Canada,LHE-YYC,9:00am - 12:09pm,2023-05-12,5/12/2023,38h 9m (2 stops),14h 45m in Dubai (DXB) � 1h 45m in Toronto (YYZ),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$2,249 ","31.5656822, 74.3141829","51.0460954, -114.065465"
451,Lahore,LHE,Halifax,YHZ,Pakistan - Canada,LHE-YHZ,9:00am - 4:25pm,2023-05-12,5/12/2023,39h 25m (2 stops),14h 45m in Dubai (DXB) � 5h 15m in Toronto (YYZ),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$2,081 ","31.5656822, 74.3141829","44.648618, -63.5859487"
452,Lahore,LHE,Halifax,YHZ,Pakistan - Canada,LHE-YHZ,9:00am - 4:25pm,2023-05-12,5/12/2023,39h 25m (2 stops),14h 45m in Dubai (DXB) � 5h 15m in Toronto (YYZ),Air Canada � Air Canada 7579 operated by Emirates,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/AC_sq.svg,"$2,081 ","31.5656822, 74.3141829","44.648618, -63.5859487"
453,Lahore,LHE,Halifax,YHZ,Pakistan - Canada,LHE-YHZ,9:00am - 7:15pm,2023-05-12,5/12/2023,42h 15m (2 stops),14h 45m in Dubai (DXB) � 8h 5m in Toronto (YYZ),Air Canada � Air Canada 7579 operated by Emirates,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/AC_sq.svg,"$2,081 ","31.5656822, 74.3141829","44.648618, -63.5859487"
454,Lahore,LHE,Winnipeg,YWG,Pakistan - Canada,LHE-YWG,3:30am - 4:00pm,2023-05-12,5/12/2023,46h 30m (2 stops),3h 15m in Dubai (DXB) � 20h 15m in Los Angeles (LAX),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$2,228 ","31.5656822, 74.3141829","49.8955367, -97.1384584"
455,Lahore,LHE,Winnipeg,YWG,Pakistan - Canada,LHE-YWG,9:00am - 11:40am,2023-05-12,5/12/2023,36h 40m (2 stops),14h 45m in Dubai (DXB) � 1h 55m in Toronto (YYZ),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$2,287 ","31.5656822, 74.3141829","49.8955367, -97.1384584"
456,Lahore,LHE,Winnipeg,YWG,Pakistan - Canada,LHE-YWG,9:00am - 11:40am,2023-05-12,5/12/2023,36h 40m (2 stops),14h 45m in Dubai (DXB) � 1h 55m in Toronto (YYZ),Air Canada � Air Canada 7579 operated by Emirates,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/AC_sq.svg,"$2,287 ","31.5656822, 74.3141829","49.8955367, -97.1384584"
457,Lahore,LHE,Riyadh,RUH,Pakistan - Saudi Arabia,LHE-RUH,2:35am - 9:50am,2023-05-12,5/12/2023,9h 15m (1 stop),2h 15m in Jeddah (JED),Saudi Arabian Airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/SV_sq.svg,$399 ,"31.5656822, 74.3141829","24.638916, 46.7160104"
458,Lahore,LHE,Riyadh,RUH,Pakistan - Saudi Arabia,LHE-RUH,2:35am - 10:50am,2023-05-12,5/12/2023,10h 15m (1 stop),3h 15m in Jeddah (JED),Saudi Arabian Airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/SV_sq.svg,$399 ,"31.5656822, 74.3141829","24.638916, 46.7160104"
459,Lahore,LHE,Riyadh,RUH,Pakistan - Saudi Arabia,LHE-RUH,2:35am - 11:50am,2023-05-12,5/12/2023,11h 15m (1 stop),4h 15m in Jeddah (JED),Saudi Arabian Airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/SV_sq.svg,$399 ,"31.5656822, 74.3141829","24.638916, 46.7160104"
460,Lahore,LHE,Jeddah,JED,Pakistan - Saudi Arabia,LHE-JED,4:25am - 1:25pm,2023-05-12,5/12/2023,11h 0m (1 stop),4h 40m in Riyadh (RUH),flynas,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/XY_sq.svg,$461 ,"31.5656822, 74.3141829","21.5810088, 39.1653612"
461,Lahore,LHE,Jeddah,JED,Pakistan - Saudi Arabia,LHE-JED,10:00pm - 3:55am,2023-05-12,5/12/2023,7h 55m (1 stop),1h 35m in Manama (BAH),Gulf Air,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/GF_sq.svg,$492 ,"31.5656822, 74.3141829","21.5810088, 39.1653612"
462,Lahore,LHE,Dammam,DMM,Pakistan - Saudi Arabia,LHE-DMM,2:35am - 11:10am,2023-05-12,5/12/2023,10h 35m (1 stop),3h 15m in Jeddah (JED),Saudi Arabian Airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/SV_sq.svg,$393 ,"31.5656822, 74.3141829","26.4367824, 50.1039991"
463,Lahore,LHE,Dammam,DMM,Pakistan - Saudi Arabia,LHE-DMM,2:35am - 1:10pm,2023-05-12,5/12/2023,12h 35m (1 stop),5h 15m in Jeddah (JED),Saudi Arabian Airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/SV_sq.svg,$393 ,"31.5656822, 74.3141829","26.4367824, 50.1039991"
464,Lahore,LHE,Dammam,DMM,Pakistan - Saudi Arabia,LHE-DMM,2:35am - 3:00pm,2023-05-12,5/12/2023,14h 25m (1 stop),7h 15m in Jeddah (JED),Saudi Arabian Airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/SV_sq.svg,$393 ,"31.5656822, 74.3141829","26.4367824, 50.1039991"
465,Lahore,LHE,Dubai,DXB,Pakistan - United Arab Emirates,LHE-DXB,5:00pm - 3:15pm,2023-05-12,5/12/2023,23h 15m (1 stop),19h 10m in Karachi (KHI),Pakistan International Airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/PK_sq.svg,$429 ,"31.5656822, 74.3141829","25.074282349999997, 55.18853865430702"
466,Lahore,LHE,Dubai,DXB,Pakistan - United Arab Emirates,LHE-DXB,5:00pm - 11:45pm,2023-05-12,5/12/2023,7h 45m (1 stop),3h 45m in Karachi (KHI),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,$441 ,"31.5656822, 74.3141829","25.074282349999997, 55.18853865430702"
467,Lahore,LHE,Dubai,DXB,Pakistan - United Arab Emirates,LHE-DXB,5:00pm - 3:45am,2023-05-12,5/12/2023,11h 45m (1 stop),8h in Karachi (KHI),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,$441 ,"31.5656822, 74.3141829","25.074282349999997, 55.18853865430702"
468,Lahore,LHE,Abu Dhabi,AUH,Pakistan - United Arab Emirates,LHE-AUH,2:35am - 2:25pm,2023-05-12,5/12/2023,12h 50m (1 stop),4h 40m in Jeddah (JED),Saudi Arabian Airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/SV_sq.svg,$391 ,"31.5656822, 74.3141829","24.4538352, 54.3774014"
469,Lahore,LHE,Abu Dhabi,AUH,Pakistan - United Arab Emirates,LHE-AUH,10:00pm - 11:50am,2023-05-12,5/12/2023,14h 50m (1 stop),9h 45m in Manama (BAH),Gulf Air,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/GF_sq.svg,$428 ,"31.5656822, 74.3141829","24.4538352, 54.3774014"
470,Lahore,LHE,Abu Dhabi,AUH,Pakistan - United Arab Emirates,LHE-AUH,10:00pm - 10:55pm,2023-05-12,5/12/2023,25h 55m (1 stop),20h 45m in Manama (BAH),Gulf Air,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/GF_sq.svg,$463 ,"31.5656822, 74.3141829","24.4538352, 54.3774014"
471,Lahore,LHE,London,LHR,Pakistan - United Kingdom,LHE-LHR,2:35am - 2:00pm,2023-05-12,5/12/2023,15h 25m (1 stop),3h 45m in Jeddah (JED),Saudi Arabian Airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/SV_sq.svg,$974 ,"31.5656822, 74.3141829","51.5073359, -0.12765"
472,Lahore,LHE,London,LHR,Pakistan - United Kingdom,LHE-LHR,9:25am - 7:00am,2023-05-12,5/12/2023,25h 35m (1 stop),14h 15m in Doha (DOH),Qatar Airways,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/QR_sq.svg,"$1,011 ","31.5656822, 74.3141829","51.5073359, -0.12765"
473,Lahore,LHE,London,LHR,Pakistan - United Kingdom,LHE-LHR,3:30am - 7:00am,2023-05-12,5/12/2023,31h 30m (1 stop),20h 10m in Doha (DOH),Qatar Airways,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/QR_sq.svg,"$1,011 ","31.5656822, 74.3141829","51.5073359, -0.12765"
474,Lahore,LHE,Manchester,MAN,Pakistan - United Kingdom,LHE-MAN,10:00pm - 7:15am,2023-05-12,5/12/2023,13h 15m (1 stop),2h 15m in Manama (BAH),Gulf Air,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/GF_sq.svg,"$1,014 ","31.5656822, 74.3141829","53.4794892, -2.2451148"
475,Lahore,LHE,Manchester,MAN,Pakistan - United Kingdom,LHE-MAN,9:25am - 6:40am,2023-05-12,5/12/2023,25h 15m (1 stop),13h 55m in Doha (DOH),Qatar Airways,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/QR_sq.svg,"$1,153 ","31.5656822, 74.3141829","53.4794892, -2.2451148"
476,Lahore,LHE,Manchester,MAN,Pakistan - United Kingdom,LHE-MAN,3:30am - 6:40am,2023-05-12,5/12/2023,31h 10m (1 stop),19h 50m in Doha (DOH),Qatar Airways,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/QR_sq.svg,"$1,153 ","31.5656822, 74.3141829","53.4794892, -2.2451148"
477,Lahore,LHE,Los Angeles,LAX,Pakistan - United States,LHE-LAX,5:35am - 4:55pm,2023-05-12,5/12/2023,23h 20m (1 stop),3h 15m in Istanbul (IST),Pakistan International Airlines � Pakistan International Airlines 5009 operated by Turkish Airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/PK_sq.svg,"$1,731 ","31.5656822, 74.3141829","34.0536909, -118.242766"
478,Lahore,LHE,Los Angeles,LAX,Pakistan - United States,LHE-LAX,9:40am - 2:36pm,2023-05-12,5/12/2023,40h 56m (2 stops),2h 40m in Muscat (MCT) � 16h 5m in London (LHR),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$1,772 ","31.5656822, 74.3141829","34.0536909, -118.242766"
479,Lahore,LHE,Los Angeles,LAX,Pakistan - United States,LHE-LAX,5:35am - 12:15pm,2023-05-12,5/12/2023,42h 40m (1 stop),22h 15m in Istanbul (IST),Pakistan International Airlines � Pakistan International Airlines 5179 operated by Turkish Airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/PK_sq.svg,"$1,804 ","31.5656822, 74.3141829","34.0536909, -118.242766"
480,Lahore,LHE,Chicago,ORD,Pakistan - United States,LHE-ORD,9:40am - 12:35pm,2023-05-12,5/12/2023,36h 55m (2 stops),2h 40m in Muscat (MCT) � 14h 25m in Z�rich (ZRH),Multiple airlines � United 9806 operated by Swiss International Air Lines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$1,417 ","31.5656822, 74.3141829","41.8755616, -87.6244212"
481,Lahore,LHE,Chicago,ORD,Pakistan - United States,LHE-ORD,9:40am - 12:45pm,2023-05-12,5/12/2023,37h 5m (2 stops),2h 40m in Muscat (MCT) � 14h 25m in Z�rich (ZRH),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$1,417 ","31.5656822, 74.3141829","41.8755616, -87.6244212"
482,Lahore,LHE,Chicago,ORD,Pakistan - United States,LHE-ORD,9:40am - 2:10pm,2023-05-12,5/12/2023,38h 30m (2 stops),2h 35m in Muscat (MCT) � 16h 30m in Munich (MUC),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$1,436 ","31.5656822, 74.3141829","41.8755616, -87.6244212"
483,Multan,MUX,Toronto,YYZ,Pakistan - Canada,MUX-YYZ,10:50am - 9:30am,2023-05-12,5/12/2023,31h 40m (1 stop),14h 40m in Dubai (DXB),Emirates � Emirates 2103 operated by flydubai,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/EK_sq.svg,"$1,891 ","30.197838, 71.4719683","43.6534733, -79.383961"
484,Multan,MUX,Toronto,YYZ,Pakistan - Canada,MUX-YYZ,3:00am - 9:30am,2023-05-12,5/12/2023,39h 30m (1 stop),22h 20m in Dubai (DXB),Emirates � Emirates 2117 operated by flydubai,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/EK_sq.svg,"$1,891 ","30.197838, 71.4719683","43.6534733, -79.383961"
485,Multan,MUX,Toronto,YYZ,Pakistan - Canada,MUX-YYZ,10:50am - 8:05am,2023-05-12,5/12/2023,30h 15m (1 stop),13h 10m in Dubai (DXB),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$2,034 ","30.197838, 71.4719683","43.6534733, -79.383961"
486,Multan,MUX,Vancouver,YVR,Pakistan - Canada,MUX-YVR,3:45am - 3:39pm,2023-05-12,5/12/2023,23h 54m (2 stops),2h 30m in Doha (DOH) � 2h 10m in Seattle (SEA),Multiple airlines � Alaska Airlines 3317 operated by SKYWEST AIRLINES AS ALASKASKYWEST,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$2,045 ","30.197838, 71.4719683","49.2608724, -123.113952"
487,Multan,MUX,Vancouver,YVR,Pakistan - Canada,MUX-YVR,3:45am - 5:04pm,2023-05-12,5/12/2023,25h 19m (2 stops),2h 30m in Doha (DOH) � 3h 35m in Seattle (SEA),Multiple airlines � Alaska Airlines 3400 operated by SKYWEST AIRLINES AS ALASKASKYWEST,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$2,045 ","30.197838, 71.4719683","49.2608724, -123.113952"
488,Multan,MUX,Vancouver,YVR,Pakistan - Canada,MUX-YVR,3:45am - 7:34pm,2023-05-12,5/12/2023,27h 49m (2 stops),2h 30m in Doha (DOH) � 6h 5m in Seattle (SEA),Multiple airlines � Alaska Airlines 3371 operated by SKYWEST AIRLINES AS ALASKASKYWEST,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$2,045 ","30.197838, 71.4719683","49.2608724, -123.113952"
489,Multan,MUX,Montreal,YUL,Pakistan - Canada,MUX-YUL,10:50am - 2:17pm,2023-05-12,5/12/2023,36h 27m (2 stops),13h 10m in Dubai (DXB) � 4h 55m in Toronto (YYZ),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$1,911 ","30.197838, 71.4719683","45.5031824, -73.5698065"
490,Multan,MUX,Montreal,YUL,Pakistan - Canada,MUX-YUL,10:50am - 6:17pm,2023-05-12,5/12/2023,40h 27m (2 stops),13h 10m in Dubai (DXB) � 8h 55m in Toronto (YYZ),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$1,911 ","30.197838, 71.4719683","45.5031824, -73.5698065"
491,Multan,MUX,Montreal,YUL,Pakistan - Canada,MUX-YUL,3:00am - 2:17pm,2023-05-12,5/12/2023,44h 17m (2 stops),20h 50m in Dubai (DXB) � 4h 55m in Toronto (YYZ),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$1,911 ","30.197838, 71.4719683","45.5031824, -73.5698065"
492,Multan,MUX,Calgary,YYC,Pakistan - Canada,MUX-YYC,10:50am - 12:09pm,2023-05-12,5/12/2023,36h 19m (2 stops),13h 10m in Dubai (DXB) � 1h 45m in Toronto (YYZ),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$2,269 ","30.197838, 71.4719683","51.0460954, -114.065465"
493,Multan,MUX,Calgary,YYC,Pakistan - Canada,MUX-YYC,10:50am - 3:24pm,2023-05-12,5/12/2023,39h 34m (2 stops),13h 10m in Dubai (DXB) � 5h 5m in Toronto (YYZ),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$2,269 ","30.197838, 71.4719683","51.0460954, -114.065465"
494,Multan,MUX,Calgary,YYC,Pakistan - Canada,MUX-YYC,10:50am - 6:19pm,2023-05-12,5/12/2023,42h 29m (2 stops),13h 10m in Dubai (DXB) � 7h 55m in Toronto (YYZ),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$2,269 ","30.197838, 71.4719683","51.0460954, -114.065465"
495,Multan,MUX,Edmonton,YEG,Pakistan - Canada,MUX-YEG,3:45am - 2:51pm,2023-05-12,5/12/2023,46h 6m (2 stops),2h 30m in Doha (DOH) � 23h 30m in Seattle (SEA),Multiple airlines � Alaska Airlines 2542 operated by HORIZON AIR AS ALASKAHORIZON,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$2,251 ","30.197838, 71.4719683","53.5462055, -113.491241"
496,Multan,MUX,Edmonton,YEG,Pakistan - Canada,MUX-YEG,10:50am - 5:05pm,2023-05-12,5/12/2023,41h 15m (2 stops),13h 10m in Dubai (DXB) � 6h 45m in Toronto (YYZ),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$2,269 ","30.197838, 71.4719683","53.5462055, -113.491241"
497,Multan,MUX,Edmonton,YEG,Pakistan - Canada,MUX-YEG,10:50am - 6:45pm,2023-05-12,5/12/2023,42h 55m (2 stops),13h 10m in Dubai (DXB) � 8h 25m in Toronto (YYZ),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$2,269 ","30.197838, 71.4719683","53.5462055, -113.491241"
498,Multan,MUX,Ottawa,YOW,Pakistan - Canada,MUX-YOW,10:50am - 11:13am,2023-05-12,5/12/2023,33h 23m (2 stops),13h 10m in Dubai (DXB) � 2h 5m in Toronto (YYZ),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$2,051 ","30.197838, 71.4719683","45.4208777, -75.6901106"
499,Multan,MUX,Ottawa,YOW,Pakistan - Canada,MUX-YOW,10:50am - 1:13pm,2023-05-12,5/12/2023,35h 23m (2 stops),13h 10m in Dubai (DXB) � 4h 5m in Toronto (YYZ),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$2,051 ","30.197838, 71.4719683","45.4208777, -75.6901106"
500,Multan,MUX,Ottawa,YOW,Pakistan - Canada,MUX-YOW,10:50am - 4:13pm,2023-05-12,5/12/2023,38h 23m (2 stops),13h 10m in Dubai (DXB) � 7h 5m in Toronto (YYZ),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$2,051 ","30.197838, 71.4719683","45.4208777, -75.6901106"
501,Multan,MUX,Halifax,YHZ,Pakistan - Canada,MUX-YHZ,10:50am - 4:25pm,2023-05-12,5/12/2023,37h 35m (2 stops),13h 10m in Dubai (DXB) � 5h 15m in Toronto (YYZ),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$2,101 ","30.197838, 71.4719683","44.648618, -63.5859487"
502,Multan,MUX,Halifax,YHZ,Pakistan - Canada,MUX-YHZ,10:50am - 7:15pm,2023-05-12,5/12/2023,40h 25m (2 stops),13h 10m in Dubai (DXB) � 8h 5m in Toronto (YYZ),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$2,101 ","30.197838, 71.4719683","44.648618, -63.5859487"
503,Multan,MUX,Halifax,YHZ,Pakistan - Canada,MUX-YHZ,10:50am - 9:30pm,2023-05-12,5/12/2023,42h 40m (2 stops),13h 10m in Dubai (DXB) � 10h 20m in Toronto (YYZ),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$2,101 ","30.197838, 71.4719683","44.648618, -63.5859487"
504,Multan,MUX,Quebec City,YQB,Pakistan - Canada,MUX-YQB,10:50am - 4:56pm,2023-05-12,5/12/2023,39h 6m (2 stops),13h 10m in Dubai (DXB) � 7h 25m in Toronto (YYZ),Multiple airlines � Air Canada 1952 operated by AIR CANADA ROUGE,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$2,051 ","30.197838, 71.4719683","46.8137431, -71.2084061"
505,Multan,MUX,Quebec City,YQB,Pakistan - Canada,MUX-YQB,10:50am - 8:21pm,2023-05-12,5/12/2023,42h 31m (2 stops),13h 10m in Dubai (DXB) � 10h 50m in Toronto (YYZ),Multiple airlines � Air Canada 1954 operated by AIR CANADA ROUGE,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$2,051 ","30.197838, 71.4719683","46.8137431, -71.2084061"
506,Multan,MUX,Quebec City,YQB,Pakistan - Canada,MUX-YQB,10:50am - 9:21pm,2023-05-12,5/12/2023,43h 31m (2 stops),13h 10m in Dubai (DXB) � 11h 50m in Toronto (YYZ),Multiple airlines � Air Canada 1956 operated by AIR CANADA ROUGE,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$2,051 ","30.197838, 71.4719683","46.8137431, -71.2084061"
507,Multan,MUX,Winnipeg,YWG,Pakistan - Canada,MUX-YWG,10:50am - 11:40am,2023-05-12,5/12/2023,34h 50m (2 stops),13h 10m in Dubai (DXB) � 1h 55m in Toronto (YYZ),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$2,092 ","30.197838, 71.4719683","49.8955367, -97.1384584"
508,Multan,MUX,Winnipeg,YWG,Pakistan - Canada,MUX-YWG,3:00am - 11:40am,2023-05-12,5/12/2023,42h 40m (2 stops),20h 50m in Dubai (DXB) � 1h 55m in Toronto (YYZ),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$2,092 ","30.197838, 71.4719683","49.8955367, -97.1384584"
509,Multan,MUX,Winnipeg,YWG,Pakistan - Canada,MUX-YWG,10:50am - 2:36pm,2023-05-12,5/12/2023,37h 46m (2 stops),13h 10m in Dubai (DXB) � 4h 55m in Toronto (YYZ),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$2,307 ","30.197838, 71.4719683","49.8955367, -97.1384584"
510,Multan,MUX,Riyadh,RUH,Pakistan - Saudi Arabia,MUX-RUH,6:55am - 3:00pm,2023-05-12,5/12/2023,10h 5m (1 stop),5h 20m in Manama (BAH),Gulf Air,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/GF_sq.svg,$511 ,"30.197838, 71.4719683","24.638916, 46.7160104"
