,Origin,OriginCode,Destination,DestinationCode,Country,FLight_Path,Flight_Time,Departure Date,Return Date,Duration,Stops,Flight_Name,Img_URL,Price,Origin_Loc,Destination_Loc
981,Peshawar,PEW,Winnipeg,YWG,Pakistan - Canada,PEW-YWG,9:00am - 7:10pm,2023-05-14,5/14/2023,44h 10m (2 stops),16h 10m in Dubai (DXB) � 8h 5m in Toronto (YYZ),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$2,433 ","34.0123846, 71.5787458","49.8955367, -97.1384584"
982,Peshawar,PEW,Riyadh,RUH,Pakistan - Saudi Arabia,PEW-RUH,11:45am - 6:50pm,2023-05-14,5/14/2023,9h 5m (1 stop),2h in Jeddah (JED),Saudi Arabian Airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/SV_sq.svg,$480 ,"34.0123846, 71.5787458","24.638916, 46.7160104"
983,Peshawar,PEW,Riyadh,RUH,Pakistan - Saudi Arabia,PEW-RUH,11:45am - 7:50pm,2023-05-14,5/14/2023,10h 5m (1 stop),3h in Jeddah (JED),Saudi Arabian Airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/SV_sq.svg,$480 ,"34.0123846, 71.5787458","24.638916, 46.7160104"
984,Peshawar,PEW,Riyadh,RUH,Pakistan - Saudi Arabia,PEW-RUH,11:45am - 8:50pm,2023-05-14,5/14/2023,11h 5m (1 stop),4h in Jeddah (JED),Saudi Arabian Airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/SV_sq.svg,$480 ,"34.0123846, 71.5787458","24.638916, 46.7160104"
985,Peshawar,PEW,Jeddah,JED,Pakistan - Saudi Arabia,PEW-JED,9:00am - 6:00pm,2023-05-14,5/14/2023,11h 0m (1 stop),4h 40m in Dubai (DXB),Emirates,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/EK_sq.svg,$569 ,"34.0123846, 71.5787458","21.5810088, 39.1653612"
986,Peshawar,PEW,Jeddah,JED,Pakistan - Saudi Arabia,PEW-JED,9:00am - 2:10am,2023-05-14,5/14/2023,19h 10m (1 stop),13h in Dubai (DXB),Emirates,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/EK_sq.svg,$569 ,"34.0123846, 71.5787458","21.5810088, 39.1653612"
987,Peshawar,PEW,Jeddah,JED,Pakistan - Saudi Arabia,PEW-JED,9:00am - 8:45am,2023-05-14,5/14/2023,25h 45m (1 stop),19h 35m in Dubai (DXB),Emirates,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/EK_sq.svg,$569 ,"34.0123846, 71.5787458","21.5810088, 39.1653612"
988,Peshawar,PEW,Dammam,DMM,Pakistan - Saudi Arabia,PEW-DMM,9:00am - 2:25pm,2023-05-14,5/14/2023,7h 25m (1 stop),2h 35m in Dubai (DXB),Emirates � Emirates 2278 operated by flydubai,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/EK_sq.svg,$573 ,"34.0123846, 71.5787458","26.4367824, 50.1039991"
989,Peshawar,PEW,Dammam,DMM,Pakistan - Saudi Arabia,PEW-DMM,9:00am - 4:40pm,2023-05-14,5/14/2023,9h 40m (1 stop),4h 50m in Dubai (DXB),Emirates,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/EK_sq.svg,$573 ,"34.0123846, 71.5787458","26.4367824, 50.1039991"
990,Peshawar,PEW,Dammam,DMM,Pakistan - Saudi Arabia,PEW-DMM,9:00am - 6:50pm,2023-05-14,5/14/2023,11h 50m (1 stop),7h in Dubai (DXB),Emirates � Emirates 2282 operated by flydubai,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/EK_sq.svg,$573 ,"34.0123846, 71.5787458","26.4367824, 50.1039991"
991,Peshawar,PEW,Abu Dhabi,AUH,Pakistan - United Arab Emirates,PEW-AUH,9:00am - 5:15pm,2023-05-14,5/14/2023,9h 15m (1 stop),3h 40m in Dubai (DXB),Flight + Bus,https://a.travel-assets.com/air/airlines/flight_plus_bus_logo_sq.svg,$379 ,"34.0123846, 71.5787458","24.4538352, 54.3774014"
992,Peshawar,PEW,Abu Dhabi,AUH,Pakistan - United Arab Emirates,PEW-AUH,9:00am - 1:15am,2023-05-14,5/14/2023,17h 15m (1 stop),11h 40m in Dubai (DXB),Flight + Bus,https://a.travel-assets.com/air/airlines/flight_plus_bus_logo_sq.svg,$379 ,"34.0123846, 71.5787458","24.4538352, 54.3774014"
993,Peshawar,PEW,Abu Dhabi,AUH,Pakistan - United Arab Emirates,PEW-AUH,9:00am - 3:45am,2023-05-14,5/14/2023,19h 45m (1 stop),14h 10m in Dubai (DXB),Flight + Bus,https://a.travel-assets.com/air/airlines/flight_plus_bus_logo_sq.svg,$379 ,"34.0123846, 71.5787458","24.4538352, 54.3774014"
994,Peshawar,PEW,London,LHR,Pakistan - United Kingdom,PEW-LHR,9:00am - 8:15pm,2023-05-14,5/14/2023,15h 15m (1 stop),4h 25m in Dubai (DXB),Emirates,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/EK_sq.svg,$915 ,"34.0123846, 71.5787458","51.5073359, -0.12765"
995,Peshawar,PEW,London,LHR,Pakistan - United Kingdom,PEW-LHR,9:00am - 2:25pm,2023-05-14,5/14/2023,33h 25m (1 stop),22h 20m in Dubai (DXB),Emirates,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/EK_sq.svg,$915 ,"34.0123846, 71.5787458","51.5073359, -0.12765"
996,Peshawar,PEW,London,LHR,Pakistan - United Kingdom,PEW-LHR,9:00am - 6:40pm,2023-05-14,5/14/2023,13h 40m (1 stop),2h 55m in Dubai (DXB),Emirates,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/EK_sq.svg,$955 ,"34.0123846, 71.5787458","51.5073359, -0.12765"
997,Peshawar,PEW,New York,JFK,Pakistan - United States,PEW-JFK,7:35am - 1:25pm,2023-05-14,5/14/2023,38h 50m (3 stops),16h in Muscat (MCT) � 1h 25m in Kuwait City (KWI) � 1h 5m in Amsterdam (AMS),Multiple airlines � KLM 6020 operated by Delta,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$1,345 ","34.0123846, 71.5787458","40.7127281, -74.0060152"
998,Peshawar,PEW,New York,JFK,Pakistan - United States,PEW-JFK,7:35am - 1:59pm,2023-05-14,5/14/2023,39h 24m (3 stops),16h in Muscat (MCT) � 1h 25m in Kuwait City (KWI) � 2h 10m in Amsterdam (AMS),Multiple airlines � KLM 6149 operated by Delta,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$1,345 ","34.0123846, 71.5787458","40.7127281, -74.0060152"
999,Peshawar,PEW,New York,JFK,Pakistan - United States,PEW-JFK,7:35am - 3:25pm,2023-05-14,5/14/2023,40h 50m (3 stops),16h in Muscat (MCT) � 1h 25m in Kuwait City (KWI) � 3h 35m in Amsterdam (AMS),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$1,352 ","34.0123846, 71.5787458","40.7127281, -74.0060152"
1000,Peshawar,PEW,Los Angeles,LAX,Pakistan - United States,PEW-LAX,11:45am - 12:15pm,2023-05-14,5/14/2023,60h 30m (2 stops),15h in Jeddah (JED) � 22h 20m in Istanbul (IST),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$1,498 ","34.0123846, 71.5787458","34.0536909, -118.242766"
1001,Peshawar,PEW,Los Angeles,LAX,Pakistan - United States,PEW-LAX,11:45am - 12:15pm,2023-05-14,5/14/2023,60h 30m (2 stops),20h 45m in Jeddah (JED) � 16h 35m in Istanbul (IST),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$1,538 ","34.0123846, 71.5787458","34.0536909, -118.242766"
1002,Peshawar,PEW,Los Angeles,LAX,Pakistan - United States,PEW-LAX,11:45am - 4:55pm,2023-05-14,5/14/2023,41h 10m (2 stops),15h in Jeddah (JED) � 3h 20m in Istanbul (IST),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$1,615 ","34.0123846, 71.5787458","34.0536909, -118.242766"
1003,Peshawar,PEW,Chicago,ORD,Pakistan - United States,PEW-ORD,11:45am - 9:55am,2023-05-14,5/14/2023,56h 10m (2 stops),20h 45m in Jeddah (JED) � 15h in Istanbul (IST),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$1,482 ","34.0123846, 71.5787458","41.8755616, -87.6244212"
1004,Peshawar,PEW,Chicago,ORD,Pakistan - United States,PEW-ORD,11:45am - 5:50pm,2023-05-14,5/14/2023,64h 5m (2 stops),20h 45m in Jeddah (JED) � 22h 40m in Istanbul (IST),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$1,482 ","34.0123846, 71.5787458","41.8755616, -87.6244212"
1005,Peshawar,PEW,Chicago,ORD,Pakistan - United States,PEW-ORD,11:45am - 9:55am,2023-05-14,5/14/2023,32h 10m (2 stops),10h 35m in Jeddah (JED) � 1h 20m in Istanbul (IST),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$1,526 ","34.0123846, 71.5787458","41.8755616, -87.6244212"
1006,Quetta,UET,Toronto,YYZ,Pakistan - Canada,UET-YYZ,1:20pm - 9:30am,2023-05-14,5/14/2023,29h 10m (2 stops),7h 50m in Karachi (KHI) � 3h 45m in Dubai (DXB),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$2,048 ","30.1957677, 67.0172447","43.6534733, -79.383961"
1007,Quetta,UET,Toronto,YYZ,Pakistan - Canada,UET-YYZ,1:20pm - 9:30am,2023-05-14,5/14/2023,53h 10m (2 stops),21h 35m in Karachi (KHI) � 14h 10m in Dubai (DXB),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$2,048 ","30.1957677, 67.0172447","43.6534733, -79.383961"
1008,Quetta,UET,Toronto,YYZ,Pakistan - Canada,UET-YYZ,1:20pm - 9:30am,2023-05-14,5/14/2023,53h 10m (2 stops),12h 5m in Karachi (KHI) � 23h 45m in Dubai (DXB),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$2,048 ","30.1957677, 67.0172447","43.6534733, -79.383961"
1009,Quetta,UET,Riyadh,RUH,Pakistan - Saudi Arabia,UET-RUH,1:20pm - 2:25am,2023-05-14,5/14/2023,15h 5m (2 stops),1h 55m in Karachi (KHI) � 7h 35m in Dubai (DXB),Multiple airlines � Emirates 2113 operated by flydubai,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,$685 ,"30.1957677, 67.0172447","24.638916, 46.7160104"
1010,Quetta,UET,Riyadh,RUH,Pakistan - Saudi Arabia,UET-RUH,1:20pm - 2:25am,2023-05-14,5/14/2023,15h 5m (2 stops),7h 50m in Karachi (KHI) � 1h 40m in Dubai (DXB),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,$685 ,"30.1957677, 67.0172447","24.638916, 46.7160104"
1011,Quetta,UET,Riyadh,RUH,Pakistan - Saudi Arabia,UET-RUH,1:20pm - 8:05am,2023-05-14,5/14/2023,20h 45m (2 stops),7h 50m in Karachi (KHI) � 7h 25m in Dubai (DXB),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,$685 ,"30.1957677, 67.0172447","24.638916, 46.7160104"
1012,Quetta,UET,Jeddah,JED,Pakistan - Saudi Arabia,UET-JED,6:05pm - 3:45am,2023-05-14,5/14/2023,11h 40m (1 stop),5h 10m in Islamabad (ISB),Pakistan International Airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/PK_sq.svg,$569 ,"30.1957677, 67.0172447","21.5810088, 39.1653612"
1013,Quetta,UET,Jeddah,JED,Pakistan - Saudi Arabia,UET-JED,6:05pm - 8:10pm,2023-05-14,5/14/2023,28h 5m (1 stop),21h 35m in Islamabad (ISB),Pakistan International Airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/PK_sq.svg,$569 ,"30.1957677, 67.0172447","21.5810088, 39.1653612"
1014,Quetta,UET,Jeddah,JED,Pakistan - Saudi Arabia,UET-JED,1:20pm - 2:10am,2023-05-14,5/14/2023,14h 50m (2 stops),1h 55m in Karachi (KHI) � 6h 30m in Dubai (DXB),Multiple airlines � Emirates 2113 operated by flydubai,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,$720 ,"30.1957677, 67.0172447","21.5810088, 39.1653612"
1015,Quetta,UET,Dammam,DMM,Pakistan - Saudi Arabia,UET-DMM,1:20pm - 9:20pm,2023-05-14,5/14/2023,10h 0m (2 stops),1h 55m in Karachi (KHI) � 3h in Dubai (DXB),Multiple airlines � Emirates 2113 operated by flydubai,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,$762 ,"30.1957677, 67.0172447","26.4367824, 50.1039991"
1016,Quetta,UET,Dammam,DMM,Pakistan - Saudi Arabia,UET-DMM,1:20pm - 8:00am,2023-05-14,5/14/2023,20h 40m (2 stops),1h 55m in Karachi (KHI) � 13h 50m in Dubai (DXB),Multiple airlines � Emirates 2113 operated by flydubai,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,$762 ,"30.1957677, 67.0172447","26.4367824, 50.1039991"
1017,Quetta,UET,Dammam,DMM,Pakistan - Saudi Arabia,UET-DMM,1:20pm - 8:00am,2023-05-14,5/14/2023,20h 40m (2 stops),7h 50m in Karachi (KHI) � 7h 55m in Dubai (DXB),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,$762 ,"30.1957677, 67.0172447","26.4367824, 50.1039991"
1018,Quetta,UET,Dubai,DXB,Pakistan - United Arab Emirates,UET-DXB,1:20pm - 3:15pm,2023-05-14,5/14/2023,26h 55m (1 stop),23h 15m in Karachi (KHI),Pakistan International Airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/PK_sq.svg,$410 ,"30.1957677, 67.0172447","25.074282349999997, 55.18853865430702"
1019,Quetta,UET,Dubai,DXB,Pakistan - United Arab Emirates,UET-DXB,1:20pm - 11:45pm,2023-05-14,5/14/2023,11h 25m (1 stop),7h 50m in Karachi (KHI),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,$508 ,"30.1957677, 67.0172447","25.074282349999997, 55.18853865430702"
1020,Quetta,UET,Dubai,DXB,Pakistan - United Arab Emirates,UET-DXB,1:20pm - 3:45am,2023-05-14,5/14/2023,15h 25m (1 stop),12h 5m in Karachi (KHI),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,$508 ,"30.1957677, 67.0172447","25.074282349999997, 55.18853865430702"
1021,Quetta,UET,Abu Dhabi,AUH,Pakistan - United Arab Emirates,UET-AUH,1:20pm - 3:45am,2023-05-14,5/14/2023,15h 25m (2 stops),7h 50m in Karachi (KHI) � 1h 45m in Dubai (DXB),Flight + Bus,https://a.travel-assets.com/air/airlines/flight_plus_bus_logo_sq.svg,$526 ,"30.1957677, 67.0172447","24.4538352, 54.3774014"
1022,Quetta,UET,Abu Dhabi,AUH,Pakistan - United Arab Emirates,UET-AUH,1:20pm - 5:15am,2023-05-14,5/14/2023,16h 55m (2 stops),7h 50m in Karachi (KHI) � 3h 15m in Dubai (DXB),Flight + Bus,https://a.travel-assets.com/air/airlines/flight_plus_bus_logo_sq.svg,$526 ,"30.1957677, 67.0172447","24.4538352, 54.3774014"
1023,Quetta,UET,Abu Dhabi,AUH,Pakistan - United Arab Emirates,UET-AUH,1:20pm - 8:45am,2023-05-14,5/14/2023,20h 25m (2 stops),7h 50m in Karachi (KHI) � 6h 45m in Dubai (DXB),Flight + Bus,https://a.travel-assets.com/air/airlines/flight_plus_bus_logo_sq.svg,$526 ,"30.1957677, 67.0172447","24.4538352, 54.3774014"
1024,Quetta,UET,Manchester,MAN,Pakistan - United Kingdom,UET-MAN,1:20pm - 7:45am,2023-05-14,5/14/2023,22h 25m (2 stops),7h 50m in Karachi (KHI) � 3h 15m in Dubai (DXB),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$1,028 ","30.1957677, 67.0172447","53.4794892, -2.2451148"
1025,Quetta,UET,Manchester,MAN,Pakistan - United Kingdom,UET-MAN,1:20pm - 7:45am,2023-05-14,5/14/2023,22h 25m (2 stops),1h 55m in Karachi (KHI) � 9h 10m in Dubai (DXB),Multiple airlines � Emirates 2113 operated by flydubai,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$1,028 ","30.1957677, 67.0172447","53.4794892, -2.2451148"
1026,Quetta,UET,Manchester,MAN,Pakistan - United Kingdom,UET-MAN,1:20pm - 7:15pm,2023-05-14,5/14/2023,33h 55m (2 stops),12h 5m in Karachi (KHI) � 10h 45m in Dubai (DXB),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$1,028 ","30.1957677, 67.0172447","53.4794892, -2.2451148"
1027,Quetta,UET,New York,JFK,Pakistan - United States,UET-JFK,1:20pm - 8:50am,2023-05-14,5/14/2023,28h 30m (2 stops),7h 50m in Karachi (KHI) � 3h 5m in Dubai (DXB),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$1,488 ","30.1957677, 67.0172447","40.7127281, -74.0060152"
1028,Quetta,UET,New York,JFK,Pakistan - United States,UET-JFK,1:20pm - 6:55pm,2023-05-14,5/14/2023,38h 35m (3 stops),12h 5m in Karachi (KHI) � 6h in Dubai (DXB) � 1h 50m in Milan (MXP),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$1,488 ","30.1957677, 67.0172447","40.7127281, -74.0060152"
1029,Quetta,UET,New York,JFK,Pakistan - United States,UET-JFK,1:20pm - 6:55pm,2023-05-14,5/14/2023,38h 35m (3 stops),7h 50m in Karachi (KHI) � 10h in Dubai (DXB) � 1h 50m in Milan (MXP),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$1,488 ","30.1957677, 67.0172447","40.7127281, -74.0060152"
1030,Quetta,UET,Los Angeles,LAX,Pakistan - United States,UET-LAX,1:20pm - 2:15pm,2023-05-14,5/14/2023,36h 55m (2 stops),7h 50m in Karachi (KHI) � 9h 10m in Dubai (DXB),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$2,190 ","30.1957677, 67.0172447","34.0536909, -118.242766"
1031,Quetta,UET,Los Angeles,LAX,Pakistan - United States,UET-LAX,1:20pm - 2:15pm,2023-05-14,5/14/2023,36h 55m (2 stops),12h 5m in Karachi (KHI) � 5h 10m in Dubai (DXB),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$2,190 ","30.1957677, 67.0172447","34.0536909, -118.242766"
1032,Quetta,UET,Los Angeles,LAX,Pakistan - United States,UET-LAX,1:20pm - 2:15pm,2023-05-14,5/14/2023,60h 55m (2 stops),21h 35m in Karachi (KHI) � 19h 35m in Dubai (DXB),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$2,190 ","30.1957677, 67.0172447","34.0536909, -118.242766"
1033,Quetta,UET,Chicago,ORD,Pakistan - United States,UET-ORD,1:20pm - 8:40am,2023-05-14,5/14/2023,53h 20m (2 stops),13h 20m in Karachi (KHI) � 21h 40m in Abu Dhabi (AUH),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$1,985 ","30.1957677, 67.0172447","41.8755616, -87.6244212"
1034,Quetta,UET,Chicago,ORD,Pakistan - United States,UET-ORD,6:05pm - 8:40am,2023-05-14,5/14/2023,48h 35m (2 stops),9h in Islamabad (ISB) � 20h in Abu Dhabi (AUH),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$1,995 ","30.1957677, 67.0172447","41.8755616, -87.6244212"
1035,Quetta,UET,Chicago,ORD,Pakistan - United States,UET-ORD,1:20pm - 8:40am,2023-05-14,5/14/2023,29h 20m (2 stops),4h in Karachi (KHI) � 7h in Abu Dhabi (AUH),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$2,215 ","30.1957677, 67.0172447","41.8755616, -87.6244212"
1036,Islamabad,ISB,Toronto,YYZ,Pakistan - Canada,ISB-YYZ,8:30am - 11:14pm,2023-05-15,5/15/2023,23h 44m (2 stops),2h 5m in London (LHR) � 2h 21m in Chicago (ORD),British Airways � British Airways 5359 operated by REPUBLIC AIRWAYS AS AMERICAN EAGLE FOR AMERICAN AIRLINES,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/BA_sq.svg,"$1,748 ","33.6938118, 73.0651511","43.6534733, -79.383961"
1037,Islamabad,ISB,Toronto,YYZ,Pakistan - Canada,ISB-YYZ,8:30am - 11:51pm,2023-05-15,5/15/2023,24h 21m (2 stops),2h 50m in London (LHR) � 2h 30m in New York (JFK),British Airways � British Airways 1740 operated by REPUBLIC AIRWAYS AS AMERICAN EAGLE FOR AMERICAN AIRLINES,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/BA_sq.svg,"$1,748 ","33.6938118, 73.0651511","43.6534733, -79.383961"
1038,Islamabad,ISB,Toronto,YYZ,Pakistan - Canada,ISB-YYZ,9:20am - 8:05am,2023-05-15,5/15/2023,31h 45m (1 stop),14h 25m in Dubai (DXB),Air Canada � Air Canada 7571 operated by Emirates,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/AC_sq.svg,"$1,809 ","33.6938118, 73.0651511","43.6534733, -79.383961"
1039,Islamabad,ISB,Vancouver,YVR,Pakistan - Canada,ISB-YVR,8:30am - 11:49pm,2023-05-15,5/15/2023,51h 19m (2 stops),20h 20m in London (LHR) � 11h 20m in Seattle (SEA),British Airways � British Airways 7575 operated by SKYWEST AIRLINES AS ALASKASKYWEST FOR ALASKA AIRLINES,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/BA_sq.svg,"$2,277 ","33.6938118, 73.0651511","49.2608724, -123.113952"
1040,Islamabad,ISB,Vancouver,YVR,Pakistan - Canada,ISB-YVR,9:20am - 11:59pm,2023-05-15,5/15/2023,50h 39m (2 stops),14h 25m in Dubai (DXB) � 13h 55m in Toronto (YYZ),Air Canada � Air Canada 7571 operated by Emirates,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/AC_sq.svg,"$2,312 ","33.6938118, 73.0651511","49.2608724, -123.113952"
1041,Islamabad,ISB,Vancouver,YVR,Pakistan - Canada,ISB-YVR,3:35am - 3:39pm,2023-05-15,5/15/2023,24h 4m (2 stops),2h 40m in Doha (DOH) � 2h 10m in Seattle (SEA),Multiple airlines � Alaska Airlines 3317 operated by SKYWEST AIRLINES AS ALASKASKYWEST,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$2,331 ","33.6938118, 73.0651511","49.2608724, -123.113952"
1042,Islamabad,ISB,Montreal,YUL,Pakistan - Canada,ISB-YUL,1:55pm - 3:05pm,2023-05-15,5/15/2023,34h 10m (2 stops),8h 10m in Dubai (DXB) � 7h 30m in Paris (CDG),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$2,205 ","33.6938118, 73.0651511","45.5031824, -73.5698065"
1043,Islamabad,ISB,Montreal,YUL,Pakistan - Canada,ISB-YUL,1:10am - 3:05pm,2023-05-15,5/15/2023,46h 55m (2 stops),20h 55m in Dubai (DXB) � 7h 30m in Paris (CDG),Multiple airlines,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/multiple_airlines_logo_sq.svg,"$2,205 ","33.6938118, 73.0651511","45.5031824, -73.5698065"
1044,Islamabad,ISB,Montreal,YUL,Pakistan - Canada,ISB-YUL,9:20am - 2:17pm,2023-05-15,5/15/2023,37h 57m (2 stops),14h 25m in Dubai (DXB) � 4h 55m in Toronto (YYZ),Air Canada � Air Canada 7571 operated by Emirates,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/AC_sq.svg,"$2,286 ","33.6938118, 73.0651511","45.5031824, -73.5698065"
1045,Islamabad,ISB,Edmonton,YEG,Pakistan - Canada,ISB-YEG,9:20am - 5:05pm,2023-05-15,5/15/2023,42h 45m (2 stops),14h 25m in Dubai (DXB) � 6h 45m in Toronto (YYZ),Air Canada � Air Canada 7571 operated by Emirates,https://images.trvl-media.com/media/content/expus/graphics/static_content/fusion/v0.1b/images/airlines/vector/s/AC_sq.svg,"$2,309 ","33.6938118, 73.0651511","53.5462055, -113.491241"
